sample,fastq_1,fastq_2,replicate,antibody,control,control_replicate
ENCSR432DPY,https://www.encodeproject.org/files/ENCFF999TWW/@@download/ENCFF999TWW.fastq.gz,,1,H3K27ac,ENCSR700CAX,1
ENCSR435JKM,https://www.encodeproject.org/files/ENCFF051HIO/@@download/ENCFF051HIO.fastq.gz,,1,H3K27ac,ENCSR549SVK,1
ENCSR435JKM,https://www.encodeproject.org/files/ENCFF445JNN/@@download/ENCFF445JNN.fastq.gz,,2,H3K27ac,ENCSR549SVK,2
ENCSR435JKM,https://www.encodeproject.org/files/ENCFF138WAA/@@download/ENCFF138WAA.fastq.gz,,3,H3K27ac,ENCSR549SVK,3
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF091YBK/@@download/ENCFF091YBK.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF317IDE/@@download/ENCFF317IDE.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF689COG/@@download/ENCFF689COG.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF758SRN/@@download/ENCFF758SRN.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF010GVM/@@download/ENCFF010GVM.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF417BHH/@@download/ENCFF417BHH.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF742IFJ/@@download/ENCFF742IFJ.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR436JNB,https://www.encodeproject.org/files/ENCFF901VRJ/@@download/ENCFF901VRJ.fastq.gz,,1,H3K27ac,ENCSR119AVG,1
ENCSR437QMD,https://www.encodeproject.org/files/ENCFF669MHN/@@download/ENCFF669MHN.fastq.gz,,1,H3K27ac,ENCSR628GIZ,1
ENCSR437QMD,https://www.encodeproject.org/files/ENCFF666EGF/@@download/ENCFF666EGF.fastq.gz,,1,H3K27ac,ENCSR628GIZ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF564OWD/@@download/ENCFF564OWD.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF607LIL/@@download/ENCFF607LIL.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF746VSZ/@@download/ENCFF746VSZ.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF867IVN/@@download/ENCFF867IVN.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF003MMJ/@@download/ENCFF003MMJ.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF090TYB/@@download/ENCFF090TYB.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF257IZX/@@download/ENCFF257IZX.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF319DCF/@@download/ENCFF319DCF.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF345SBO/@@download/ENCFF345SBO.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF652LEX/@@download/ENCFF652LEX.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF917IOG/@@download/ENCFF917IOG.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438KQU,https://www.encodeproject.org/files/ENCFF990EEC/@@download/ENCFF990EEC.fastq.gz,,1,H3K27ac,ENCSR845BPQ,1
ENCSR438SPO,https://www.encodeproject.org/files/ENCFF183ZNC/@@download/ENCFF183ZNC.fastq.gz,,1,H3K27ac,ENCSR675ZDM,1
ENCSR438SPO,https://www.encodeproject.org/files/ENCFF496ZEH/@@download/ENCFF496ZEH.fastq.gz,,1,H3K27ac,ENCSR675ZDM,1
ENCSR440PMP,https://www.encodeproject.org/files/ENCFF394NHL/@@download/ENCFF394NHL.fastq.gz,,1,H3K27ac,ENCSR708OCZ,1
ENCSR440PMP,https://www.encodeproject.org/files/ENCFF481NMX/@@download/ENCFF481NMX.fastq.gz,,1,H3K27ac,ENCSR708OCZ,1
ENCSR440PMP,https://www.encodeproject.org/files/ENCFF175WPU/@@download/ENCFF175WPU.fastq.gz,,1,H3K27ac,ENCSR708OCZ,1
ENCSR440PMP,https://www.encodeproject.org/files/ENCFF239FZM/@@download/ENCFF239FZM.fastq.gz,,1,H3K27ac,ENCSR708OCZ,1
ENCSR443UYU,https://www.encodeproject.org/files/ENCFF091MNB/@@download/ENCFF091MNB.fastq.gz,,1,H3K27ac,ENCSR122GIL,1
ENCSR443UYU,https://www.encodeproject.org/files/ENCFF182ELC/@@download/ENCFF182ELC.fastq.gz,,1,H3K27ac,ENCSR122GIL,1
ENCSR447OHF,https://www.encodeproject.org/files/ENCFF740YHE/@@download/ENCFF740YHE.fastq.gz,,1,H3K27ac,ENCSR995BPJ,1
ENCSR447OHF,https://www.encodeproject.org/files/ENCFF951ADP/@@download/ENCFF951ADP.fastq.gz,,1,H3K27ac,ENCSR995BPJ,1
ENCSR447ZGY,https://www.encodeproject.org/files/ENCFF524KGJ/@@download/ENCFF524KGJ.fastq.gz,https://www.encodeproject.org/files/ENCFF773UBZ/@@download/ENCFF773UBZ.fastq.gz,1,H3K27ac,ENCSR063AUO,1
ENCSR447ZGY,https://www.encodeproject.org/files/ENCFF558WXW/@@download/ENCFF558WXW.fastq.gz,https://www.encodeproject.org/files/ENCFF094GON/@@download/ENCFF094GON.fastq.gz,1,H3K27ac,ENCSR063AUO,1
ENCSR447ZGY,https://www.encodeproject.org/files/ENCFF822DBR/@@download/ENCFF822DBR.fastq.gz,https://www.encodeproject.org/files/ENCFF004YXE/@@download/ENCFF004YXE.fastq.gz,1,H3K27ac,ENCSR063AUO,1
ENCSR447ZGY,https://www.encodeproject.org/files/ENCFF002BBG/@@download/ENCFF002BBG.fastq.gz,,1,H3K27ac,ENCSR063AUO,1
ENCSR447ZGY,https://www.encodeproject.org/files/ENCFF002ATK/@@download/ENCFF002ATK.fastq.gz,,2,H3K27ac,ENCSR063AUO,2
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF620QHQ/@@download/ENCFF620QHQ.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF660YVS/@@download/ENCFF660YVS.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF886MAY/@@download/ENCFF886MAY.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF937QLR/@@download/ENCFF937QLR.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF076ZHV/@@download/ENCFF076ZHV.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF180CNR/@@download/ENCFF180CNR.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF714SGL/@@download/ENCFF714SGL.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AUD,https://www.encodeproject.org/files/ENCFF842VSJ/@@download/ENCFF842VSJ.fastq.gz,,1,H3K27ac,ENCSR869KBA,1
ENCSR449AXO,https://www.encodeproject.org/files/ENCFF181EVF/@@download/ENCFF181EVF.fastq.gz,,1,H3K27ac,ENCSR603SVD,1
ENCSR449AXO,https://www.encodeproject.org/files/ENCFF785ZLV/@@download/ENCFF785ZLV.fastq.gz,,1,H3K27ac,ENCSR603SVD,1
ENCSR449AXO,https://www.encodeproject.org/files/ENCFF860HDF/@@download/ENCFF860HDF.fastq.gz,,1,H3K27ac,ENCSR603SVD,1
ENCSR449AXO,https://www.encodeproject.org/files/ENCFF932YFI/@@download/ENCFF932YFI.fastq.gz,,2,H3K27ac,ENCSR603SVD,2
ENCSR451WXC,https://www.encodeproject.org/files/ENCFF097DJJ/@@download/ENCFF097DJJ.fastq.gz,,1,H3K27ac,ENCSR354HOM,1
ENCSR451WXC,https://www.encodeproject.org/files/ENCFF815UIL/@@download/ENCFF815UIL.fastq.gz,,1,H3K27ac,ENCSR354HOM,1
ENCSR451WXC,https://www.encodeproject.org/files/ENCFF161DOP/@@download/ENCFF161DOP.fastq.gz,,2,H3K27ac,ENCSR354HOM,2
ENCSR453MUW,https://www.encodeproject.org/files/ENCFF542FRC/@@download/ENCFF542FRC.fastq.gz,,1,H3K27ac,ENCSR750DLX,1
ENCSR453MUW,https://www.encodeproject.org/files/ENCFF571QQY/@@download/ENCFF571QQY.fastq.gz,,1,H3K27ac,ENCSR750DLX,1
ENCSR453MUW,https://www.encodeproject.org/files/ENCFF190JZI/@@download/ENCFF190JZI.fastq.gz,,1,H3K27ac,ENCSR750DLX,1
ENCSR453MUW,https://www.encodeproject.org/files/ENCFF736PMU/@@download/ENCFF736PMU.fastq.gz,,1,H3K27ac,ENCSR750DLX,1
ENCSR454VRA,https://www.encodeproject.org/files/ENCFF910WPG/@@download/ENCFF910WPG.fastq.gz,,1,H3K27ac,ENCSR687YOP,1
ENCSR458RRZ,https://www.encodeproject.org/files/ENCFF007GTB/@@download/ENCFF007GTB.fastq.gz,,1,H3K27ac,ENCSR059QYS,1
ENCSR458RRZ,https://www.encodeproject.org/files/ENCFF654JFS/@@download/ENCFF654JFS.fastq.gz,,1,H3K27ac,ENCSR059QYS,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF028YAJ/@@download/ENCFF028YAJ.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF235FGT/@@download/ENCFF235FGT.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF261QTA/@@download/ENCFF261QTA.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF389MOB/@@download/ENCFF389MOB.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF129FUH/@@download/ENCFF129FUH.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF275GQH/@@download/ENCFF275GQH.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF323IAD/@@download/ENCFF323IAD.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR461GYN,https://www.encodeproject.org/files/ENCFF510DWR/@@download/ENCFF510DWR.fastq.gz,,1,H3K27ac,ENCSR518COE,1
ENCSR463NAD,https://www.encodeproject.org/files/ENCFF332FRQ/@@download/ENCFF332FRQ.fastq.gz,,1,H3K27ac,ENCSR644XSS,1
ENCSR463NAD,https://www.encodeproject.org/files/ENCFF523OMX/@@download/ENCFF523OMX.fastq.gz,,1,H3K27ac,ENCSR644XSS,1
ENCSR463NAD,https://www.encodeproject.org/files/ENCFF005SHK/@@download/ENCFF005SHK.fastq.gz,,1,H3K27ac,ENCSR644XSS,1
ENCSR463NAD,https://www.encodeproject.org/files/ENCFF943HSW/@@download/ENCFF943HSW.fastq.gz,,1,H3K27ac,ENCSR644XSS,1
ENCSR473PNT,https://www.encodeproject.org/files/ENCFF826BHT/@@download/ENCFF826BHT.fastq.gz,,1,H3K27ac,ENCSR810RRR,1
ENCSR473PNT,https://www.encodeproject.org/files/ENCFF296LHG/@@download/ENCFF296LHG.fastq.gz,,2,H3K27ac,ENCSR810RRR,1
ENCSR480OHP,https://www.encodeproject.org/files/ENCFF414EFW/@@download/ENCFF414EFW.fastq.gz,,1,H3K27ac,ENCSR344CSQ,1
ENCSR480OHP,https://www.encodeproject.org/files/ENCFF840SQZ/@@download/ENCFF840SQZ.fastq.gz,,2,H3K27ac,ENCSR344CSQ,2
ENCSR480OHP,https://www.encodeproject.org/files/ENCFF308IPW/@@download/ENCFF308IPW.fastq.gz,,3,H3K27ac,ENCSR344CSQ,3
ENCSR489LNU,https://www.encodeproject.org/files/ENCFF835LRE/@@download/ENCFF835LRE.fastq.gz,https://www.encodeproject.org/files/ENCFF607GJN/@@download/ENCFF607GJN.fastq.gz,1,H3K27ac,ENCSR744SMV,1
ENCSR489LNU,https://www.encodeproject.org/files/ENCFF612LBV/@@download/ENCFF612LBV.fastq.gz,https://www.encodeproject.org/files/ENCFF979LSF/@@download/ENCFF979LSF.fastq.gz,2,H3K27ac,ENCSR744SMV,1
ENCSR492PXH,https://www.encodeproject.org/files/ENCFF498IZX/@@download/ENCFF498IZX.fastq.gz,,1,H3K27ac,ENCSR770VVH,1
ENCSR492PXH,https://www.encodeproject.org/files/ENCFF559TIJ/@@download/ENCFF559TIJ.fastq.gz,,1,H3K27ac,ENCSR770VVH,1
ENCSR494MDB,https://www.encodeproject.org/files/ENCFF114WZC/@@download/ENCFF114WZC.fastq.gz,,1,H3K27ac,ENCSR831HVP,1
ENCSR494MDB,https://www.encodeproject.org/files/ENCFF187DMK/@@download/ENCFF187DMK.fastq.gz,,1,H3K27ac,ENCSR831HVP,1
ENCSR494MDB,https://www.encodeproject.org/files/ENCFF259GUJ/@@download/ENCFF259GUJ.fastq.gz,,1,H3K27ac,ENCSR831HVP,1
ENCSR494MDB,https://www.encodeproject.org/files/ENCFF538UQH/@@download/ENCFF538UQH.fastq.gz,,1,H3K27ac,ENCSR831HVP,1
ENCSR494MDB,https://www.encodeproject.org/files/ENCFF929PSA/@@download/ENCFF929PSA.fastq.gz,,1,H3K27ac,ENCSR831HVP,1
ENCSR494MDB,https://www.encodeproject.org/files/ENCFF987MFO/@@download/ENCFF987MFO.fastq.gz,,1,H3K27ac,ENCSR831HVP,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF121BFB/@@download/ENCFF121BFB.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF364QDF/@@download/ENCFF364QDF.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF650ZOB/@@download/ENCFF650ZOB.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF879SZG/@@download/ENCFF879SZG.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF204VTA/@@download/ENCFF204VTA.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF365BCW/@@download/ENCFF365BCW.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF400NTY/@@download/ENCFF400NTY.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR494WCX,https://www.encodeproject.org/files/ENCFF683OAE/@@download/ENCFF683OAE.fastq.gz,,1,H3K27ac,ENCSR936CZX,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF060LUF/@@download/ENCFF060LUF.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF082MCM/@@download/ENCFF082MCM.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF241QYB/@@download/ENCFF241QYB.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF861YZF/@@download/ENCFF861YZF.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF173GKZ/@@download/ENCFF173GKZ.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF249HXQ/@@download/ENCFF249HXQ.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF350IXL/@@download/ENCFF350IXL.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR495HIT,https://www.encodeproject.org/files/ENCFF840XPF/@@download/ENCFF840XPF.fastq.gz,,1,H3K27ac,ENCSR714GKF,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF099CRI/@@download/ENCFF099CRI.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF260QOD/@@download/ENCFF260QOD.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF446BTE/@@download/ENCFF446BTE.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF913QYA/@@download/ENCFF913QYA.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF070KGS/@@download/ENCFF070KGS.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF433JGI/@@download/ENCFF433JGI.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF446NCA/@@download/ENCFF446NCA.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498NGT,https://www.encodeproject.org/files/ENCFF678TKI/@@download/ENCFF678TKI.fastq.gz,,1,H3K27ac,ENCSR629GZZ,1
ENCSR498ZRC,https://www.encodeproject.org/files/ENCFF493XWO/@@download/ENCFF493XWO.fastq.gz,,1,H3K27ac,ENCSR278VUZ,1
ENCSR498ZRC,https://www.encodeproject.org/files/ENCFF907YMF/@@download/ENCFF907YMF.fastq.gz,,1,H3K27ac,ENCSR278VUZ,1
ENCSR499IIR,https://www.encodeproject.org/files/ENCFF268JFA/@@download/ENCFF268JFA.fastq.gz,,1,H3K27ac,ENCSR749PIF,1
ENCSR499IIR,https://www.encodeproject.org/files/ENCFF560TZD/@@download/ENCFF560TZD.fastq.gz,,1,H3K27ac,ENCSR749PIF,1
ENCSR499IIR,https://www.encodeproject.org/files/ENCFF660TAC/@@download/ENCFF660TAC.fastq.gz,,1,H3K27ac,ENCSR749PIF,1
ENCSR499IIR,https://www.encodeproject.org/files/ENCFF821URT/@@download/ENCFF821URT.fastq.gz,,1,H3K27ac,ENCSR749PIF,1
ENCSR500YBS,https://www.encodeproject.org/files/ENCFF089KJG/@@download/ENCFF089KJG.fastq.gz,,1,H3K27ac,ENCSR347VUG,1
ENCSR500YBS,https://www.encodeproject.org/files/ENCFF431PJB/@@download/ENCFF431PJB.fastq.gz,,1,H3K27ac,ENCSR347VUG,1
ENCSR500YBS,https://www.encodeproject.org/files/ENCFF908MFI/@@download/ENCFF908MFI.fastq.gz,,1,H3K27ac,ENCSR347VUG,1
ENCSR500YBS,https://www.encodeproject.org/files/ENCFF912LCB/@@download/ENCFF912LCB.fastq.gz,,1,H3K27ac,ENCSR347VUG,1
ENCSR505OPZ,https://www.encodeproject.org/files/ENCFF093XFY/@@download/ENCFF093XFY.fastq.gz,,1,H3K27ac,ENCSR086NVH,1
ENCSR505OPZ,https://www.encodeproject.org/files/ENCFF539GZC/@@download/ENCFF539GZC.fastq.gz,,1,H3K27ac,ENCSR086NVH,1
ENCSR505OPZ,https://www.encodeproject.org/files/ENCFF504WFG/@@download/ENCFF504WFG.fastq.gz,,2,H3K27ac,ENCSR086NVH,1
ENCSR505YFA,https://www.encodeproject.org/files/ENCFF422NTI/@@download/ENCFF422NTI.fastq.gz,,1,H3K27ac,ENCSR746QZL,1
ENCSR505YFA,https://www.encodeproject.org/files/ENCFF718IVP/@@download/ENCFF718IVP.fastq.gz,,1,H3K27ac,ENCSR746QZL,1
ENCSR505YFA,https://www.encodeproject.org/files/ENCFF198EEZ/@@download/ENCFF198EEZ.fastq.gz,,1,H3K27ac,ENCSR746QZL,1
ENCSR505YFA,https://www.encodeproject.org/files/ENCFF669EXG/@@download/ENCFF669EXG.fastq.gz,,1,H3K27ac,ENCSR746QZL,1
ENCSR506FPQ,https://www.encodeproject.org/files/ENCFF279BJW/@@download/ENCFF279BJW.fastq.gz,,1,H3K27ac,ENCSR954ZQC,1
ENCSR506FPQ,https://www.encodeproject.org/files/ENCFF547COM/@@download/ENCFF547COM.fastq.gz,,2,H3K27ac,ENCSR954ZQC,2
ENCSR507SRD,https://www.encodeproject.org/files/ENCFF235EAQ/@@download/ENCFF235EAQ.fastq.gz,,1,H3K27ac,ENCSR461UOU,1
ENCSR507SRD,https://www.encodeproject.org/files/ENCFF675ENR/@@download/ENCFF675ENR.fastq.gz,,1,H3K27ac,ENCSR461UOU,1
ENCSR507UDH,https://www.encodeproject.org/files/ENCFF343XGX/@@download/ENCFF343XGX.fastq.gz,,1,H3K27ac,ENCSR107PGG,1
ENCSR507UDH,https://www.encodeproject.org/files/ENCFF667AVG/@@download/ENCFF667AVG.fastq.gz,,1,H3K27ac,ENCSR107PGG,1
ENCSR507UDH,https://www.encodeproject.org/files/ENCFF778YPM/@@download/ENCFF778YPM.fastq.gz,,2,H3K27ac,ENCSR107PGG,2
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF126VIJ/@@download/ENCFF126VIJ.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF130ESY/@@download/ENCFF130ESY.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF603MQF/@@download/ENCFF603MQF.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF971LLE/@@download/ENCFF971LLE.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF642MNO/@@download/ENCFF642MNO.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF852CPT/@@download/ENCFF852CPT.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF875AVJ/@@download/ENCFF875AVJ.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR510RPC,https://www.encodeproject.org/files/ENCFF990PEP/@@download/ENCFF990PEP.fastq.gz,,1,H3K27ac,ENCSR650AIN,1
ENCSR516LQO,https://www.encodeproject.org/files/ENCFF213ELY/@@download/ENCFF213ELY.fastq.gz,,1,H3K27ac,ENCSR329HFV,1
ENCSR516LQO,https://www.encodeproject.org/files/ENCFF368PGD/@@download/ENCFF368PGD.fastq.gz,,1,H3K27ac,ENCSR329HFV,1
ENCSR516LQO,https://www.encodeproject.org/files/ENCFF081DAH/@@download/ENCFF081DAH.fastq.gz,,1,H3K27ac,ENCSR329HFV,1
ENCSR516LQO,https://www.encodeproject.org/files/ENCFF706BWH/@@download/ENCFF706BWH.fastq.gz,,1,H3K27ac,ENCSR329HFV,1
ENCSR516LQO,https://www.encodeproject.org/files/ENCFF682VVP/@@download/ENCFF682VVP.fastq.gz,,1,H3K27ac,ENCSR329HFV,1
ENCSR516LQO,https://www.encodeproject.org/files/ENCFF870JOL/@@download/ENCFF870JOL.fastq.gz,,1,H3K27ac,ENCSR329HFV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF389KOP/@@download/ENCFF389KOP.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF407JCA/@@download/ENCFF407JCA.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF594NQK/@@download/ENCFF594NQK.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF890WYU/@@download/ENCFF890WYU.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF182PDT/@@download/ENCFF182PDT.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF679XFV/@@download/ENCFF679XFV.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF783TZB/@@download/ENCFF783TZB.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR517NSQ,https://www.encodeproject.org/files/ENCFF982RUE/@@download/ENCFF982RUE.fastq.gz,,1,H3K27ac,ENCSR696HNV,1
ENCSR519CFV,https://www.encodeproject.org/files/ENCFF304OFY/@@download/ENCFF304OFY.fastq.gz,,1,H3K27ac,ENCSR201KGX,1
ENCSR520BIM,https://www.encodeproject.org/files/ENCFF770ACG/@@download/ENCFF770ACG.fastq.gz,,1,H3K27ac,ENCSR888RBQ,1
ENCSR520BIM,https://www.encodeproject.org/files/ENCFF479ECJ/@@download/ENCFF479ECJ.fastq.gz,,1,H3K27ac,ENCSR888RBQ,1
ENCSR520BIM,https://www.encodeproject.org/files/ENCFF133UID/@@download/ENCFF133UID.fastq.gz,,2,H3K27ac,ENCSR888RBQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF426ODK/@@download/ENCFF426ODK.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF626EVU/@@download/ENCFF626EVU.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF685AHU/@@download/ENCFF685AHU.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF998PWB/@@download/ENCFF998PWB.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF135TMO/@@download/ENCFF135TMO.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF221BJZ/@@download/ENCFF221BJZ.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF267HVH/@@download/ENCFF267HVH.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR520KVD,https://www.encodeproject.org/files/ENCFF372LKU/@@download/ENCFF372LKU.fastq.gz,,1,H3K27ac,ENCSR874WOQ,1
ENCSR522MTS,https://www.encodeproject.org/files/ENCFF713DNF/@@download/ENCFF713DNF.fastq.gz,,1,H3K27ac,ENCSR147KFH,1
ENCSR522MTS,https://www.encodeproject.org/files/ENCFF769EGQ/@@download/ENCFF769EGQ.fastq.gz,,1,H3K27ac,ENCSR147KFH,1
ENCSR522MTS,https://www.encodeproject.org/files/ENCFF267XKE/@@download/ENCFF267XKE.fastq.gz,,1,H3K27ac,ENCSR147KFH,1
ENCSR522MTS,https://www.encodeproject.org/files/ENCFF396KLB/@@download/ENCFF396KLB.fastq.gz,,1,H3K27ac,ENCSR147KFH,1
ENCSR524MPL,https://www.encodeproject.org/files/ENCFF677RRL/@@download/ENCFF677RRL.fastq.gz,,1,H3K27ac,ENCSR613JAK,1
