experiment_accession	is_control	matched_control_experiments	controlled_by_files	control_type	assay_title	description	lab	award	date_released	status_exp	dbxrefs	life_stage_age	perturbed	donor_accession	donor_sex	donor_life_stage	donor_age	donor_age_units	donor_ethnicity	organism	biosample_term_id	biosample_term_name	classification	organ_slims	cell_slims	developmental_slims	system_slims	biosample_synonyms	target_label	target_title	file_accession	file_format	output_type	assembly	run_type	paired_end	paired_accession	md5sum	file_status	file_size	platform	bio_replicate_count	tech_replicate_count	biological_replicates	technical_replicates	biological_replicates_formatted	replication_type	url	fastq_1	fastq_2	url_r2	md5sum_r2	file_size_r2	file_accession_r2	single_end
ENCSR000AMR	False	ENCSR000AMZ	ENCFF000CQO		Histone ChIP-seq	Homo sapiens fibroblast of lung female child (11 years) and male adult (45 years)	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	SCREEN-GRCh38:fibroblast_of_lung_female_child_11_years_and_male_adult_45_years,GEO:GSM733646,UCSC-ENCODE-hg19:wgEncodeEH000097		False	ENCDO269AAA	male	adult	45	year	European	Homo sapiens	CL:0002553	fibroblast of lung	primary cell	lung,connective tissue	connective tissue cell,fibroblast	endoderm	respiratory system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CRV	fastq	reads		single-ended			626c90762d7e1600957abf4d4f62e967	released	377083413	Illumina Genome Analyzer IIe	2	2	1	1_1	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF000CRV/@@download/ENCFF000CRV.fastq.gz	https://www.encodeproject.org/files/ENCFF000CRV/@@download/ENCFF000CRV.fastq.gz						true
ENCSR000AMR	False	ENCSR000AMZ	ENCFF000CQP		Histone ChIP-seq	Homo sapiens fibroblast of lung female child (11 years) and male adult (45 years)	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	SCREEN-GRCh38:fibroblast_of_lung_female_child_11_years_and_male_adult_45_years,GEO:GSM733646,UCSC-ENCODE-hg19:wgEncodeEH000097		False	ENCDO269AAA	male	adult	45	year	European	Homo sapiens	CL:0002553	fibroblast of lung	primary cell	lung,connective tissue	connective tissue cell,fibroblast	endoderm	respiratory system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CRS	fastq	reads		single-ended			0bf799d8f52d1838eee3bd1fcc331ce0	released	357920026	Illumina Genome Analyzer IIe	2	2	2	2_1	Rep 2	anisogenic	https://www.encodeproject.org/files/ENCFF000CRS/@@download/ENCFF000CRS.fastq.gz	https://www.encodeproject.org/files/ENCFF000CRS/@@download/ENCFF000CRS.fastq.gz						true
ENCSR000ANF	False	ENCSR000ANN	ENCFF000BKK		Histone ChIP-seq	Homo sapiens skeletal muscle myoblast male adult (22 years)	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733755,UCSC-ENCODE-hg19:wgEncodeEH000111,SCREEN-GRCh38:skeletal_muscle_myoblast_male_adult_22_years	adult 22 years	False	ENCDO341XKY	male	adult	22	year	European	Homo sapiens	CL:0000515	skeletal muscle myoblast	primary cell	musculature of body	myoblast,embryonic cell	mesoderm	musculature	skeletal myoblast	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000BLI	fastq	reads		single-ended			2efae0563b20e3b36b2067d16dedbb63	released	719941012	Illumina Genome Analyzer IIe	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000BLI/@@download/ENCFF000BLI.fastq.gz	https://www.encodeproject.org/files/ENCFF000BLI/@@download/ENCFF000BLI.fastq.gz						true
ENCSR000ANF	False	ENCSR000ANN	ENCFF000BKI		Histone ChIP-seq	Homo sapiens skeletal muscle myoblast male adult (22 years)	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733755,UCSC-ENCODE-hg19:wgEncodeEH000111,SCREEN-GRCh38:skeletal_muscle_myoblast_male_adult_22_years	adult 22 years	False	ENCDO341XKY	male	adult	22	year	European	Homo sapiens	CL:0000515	skeletal muscle myoblast	primary cell	musculature of body	myoblast,embryonic cell	mesoderm	musculature	skeletal myoblast	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000BLJ	fastq	reads		single-ended			d6e07153bec28f607710587f5ecb260c	released	682365872	Illumina Genome Analyzer IIe	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000BLJ/@@download/ENCFF000BLJ.fastq.gz	https://www.encodeproject.org/files/ENCFF000BLJ/@@download/ENCFF000BLJ.fastq.gz						true
ENCSR000ANP	False	ENCSR000AMI	ENCFF036EGF,ENCFF191QXK		Histone ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733718,SCREEN-GRCh38:H1-hESC,UCSC-ENCODE-hg19:wgEncodeEH000997		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AWR	fastq	reads		single-ended			9ebf192d4fe083c258ec7b5573ecf2e5	released	812030991	Illumina Genome Analyzer IIx	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000AWR/@@download/ENCFF000AWR.fastq.gz	https://www.encodeproject.org/files/ENCFF000AWR/@@download/ENCFF000AWR.fastq.gz						true
ENCSR000ANP	False	ENCSR000AMI	ENCFF508ZFI,ENCFF393KUX,ENCFF303YPV,ENCFF138KKQ,ENCFF472QMD,ENCFF763DAQ,ENCFF064XIS,ENCFF659UFR,ENCFF145GCJ,ENCFF635VQA,ENCFF368CYL		Histone ChIP-seq	Homo sapiens H1	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733718,SCREEN-GRCh38:H1-hESC,UCSC-ENCODE-hg19:wgEncodeEH000997		False	ENCDO000AAW	male	embryonic				Homo sapiens	EFO:0003042	H1	cell line	embryo	embryonic cell,stem cell			H1	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AWV	fastq	reads		single-ended			3317992c2f37f8aea158a6797455ec56	released	675749123	Illumina Genome Analyzer IIe	2	2	2	2_2	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000AWV/@@download/ENCFF000AWV.fastq.gz	https://www.encodeproject.org/files/ENCFF000AWV/@@download/ENCFF000AWV.fastq.gz						true
ENCSR000ANV	False	ENCSR000ANT	ENCFF000BNR		Histone ChIP-seq	Homo sapiens myotube originated from skeletal muscle myoblast	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	SCREEN-GRCh38:myotube,GEO:GSM733666,UCSC-ENCODE-hg19:wgEncodeEH001003	adult 22 years	False	ENCDO341XKY	male	adult	22	year	European	Homo sapiens	CL:0002372	myotube	in vitro differentiated cells	musculature of body		mesoderm	musculature	single cell sarcomere,myotubule	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000BOT	fastq	reads		single-ended			c2329bd07136fc2da321ce4610b33f95	released	374400332	Illumina Genome Analyzer IIe	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000BOT/@@download/ENCFF000BOT.fastq.gz	https://www.encodeproject.org/files/ENCFF000BOT/@@download/ENCFF000BOT.fastq.gz						true
ENCSR000ANV	False	ENCSR000ANT	ENCFF000BNO		Histone ChIP-seq	Homo sapiens myotube originated from skeletal muscle myoblast	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	SCREEN-GRCh38:myotube,GEO:GSM733666,UCSC-ENCODE-hg19:wgEncodeEH001003	adult 22 years	False	ENCDO341XKY	male	adult	22	year	European	Homo sapiens	CL:0002372	myotube	in vitro differentiated cells	musculature of body		mesoderm	musculature	single cell sarcomere,myotubule	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000BOU	fastq	reads		single-ended			4165ea2ade7a8ca1f61424b429582f63	released	429710534	Illumina Genome Analyzer IIx	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000BOU/@@download/ENCFF000BOU.fastq.gz	https://www.encodeproject.org/files/ENCFF000BOU/@@download/ENCFF000BOU.fastq.gz						true
ENCSR000AOC	False	ENCSR000AOB	ENCFF000BAU		Histone ChIP-seq	Homo sapiens HeLa-S3	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733684,UCSC-ENCODE-hg19:wgEncodeEH001014,SCREEN-GRCh38:HeLa-S3	adult 31 years	False	ENCDO000AAB	female	adult	31	year	African American	Homo sapiens	EFO:0002791	HeLa-S3	cell line	uterus,epithelium	epithelial cell,cancer cell		reproductive system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000BBY	fastq	reads		single-ended			a2098974300818416937ca93a93cf3ef	released	924482441	Illumina Genome Analyzer IIx	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000BBY/@@download/ENCFF000BBY.fastq.gz	https://www.encodeproject.org/files/ENCFF000BBY/@@download/ENCFF000BBY.fastq.gz						true
ENCSR000AOC	False	ENCSR000AOB	ENCFF000BAO		Histone ChIP-seq	Homo sapiens HeLa-S3	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733684,UCSC-ENCODE-hg19:wgEncodeEH001014,SCREEN-GRCh38:HeLa-S3	adult 31 years	False	ENCDO000AAB	female	adult	31	year	African American	Homo sapiens	EFO:0002791	HeLa-S3	cell line	uterus,epithelium	epithelial cell,cancer cell		reproductive system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000BBZ	fastq	reads		single-ended			34e54da9970a6fa93c5ca707b7e54ed8	released	975618937	Illumina Genome Analyzer IIx	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000BBZ/@@download/ENCFF000BBZ.fastq.gz	https://www.encodeproject.org/files/ENCFF000BBZ/@@download/ENCFF000BBZ.fastq.gz						true
ENCSR000AOQ	False	ENCSR000AOP	ENCFF000CFY,ENCFF563PNW,ENCFF631QCD		Histone ChIP-seq	Homo sapiens astrocyte	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733763,SCREEN-GRCh38:astrocyte,UCSC-ENCODE-hg19:wgEncodeEH001028		False	ENCDO916IIE	unknown	unknown	unknown			Homo sapiens	CL:0000127	astrocyte	primary cell	spinal cord,brain	neural cell	ectoderm	central nervous system	astrocytic glia	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CHK	fastq	reads		single-ended			379d793a1c348a37e395ad621b5b81e1	released	548503115	Illumina Genome Analyzer IIe	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000CHK/@@download/ENCFF000CHK.fastq.gz	https://www.encodeproject.org/files/ENCFF000CHK/@@download/ENCFF000CHK.fastq.gz						true
ENCSR000AOQ	False	ENCSR000AOP	ENCFF765DJW,ENCFF000CFR,ENCFF615VUA		Histone ChIP-seq	Homo sapiens astrocyte	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733763,SCREEN-GRCh38:astrocyte,UCSC-ENCODE-hg19:wgEncodeEH001028		False	ENCDO916IIE	unknown	unknown	unknown			Homo sapiens	CL:0000127	astrocyte	primary cell	spinal cord,brain	neural cell	ectoderm	central nervous system	astrocytic glia	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CHH	fastq	reads		single-ended			316fc9a8bdac24546136b5b52b466e70	released	453082976	Illumina Genome Analyzer IIx	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000CHH/@@download/ENCFF000CHH.fastq.gz	https://www.encodeproject.org/files/ENCFF000CHH/@@download/ENCFF000CHH.fastq.gz						true
ENCSR000APH	False	ENCSR000APU	ENCFF000CUZ		Histone ChIP-seq	Homo sapiens osteoblast	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH001043,SCREEN-GRCh38:osteoblast,GEO:GSM733739		False	ENCDO271AAA	unknown	unknown	unknown			Homo sapiens	CL:0000062	osteoblast	primary cell	connective tissue	connective tissue cell	ectoderm,mesoderm	skeletal system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CVS	fastq	reads		single-ended			2f8d714eaf2bedeac78d983ec35b8b49	released	995415191	Illumina Genome Analyzer IIe	2	2	1	1_1	Rep 1	anisogenic	https://www.encodeproject.org/files/ENCFF000CVS/@@download/ENCFF000CVS.fastq.gz	https://www.encodeproject.org/files/ENCFF000CVS/@@download/ENCFF000CVS.fastq.gz						true
ENCSR000APH	False	ENCSR000APU	ENCFF000CVB		Histone ChIP-seq	Homo sapiens osteoblast	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	UCSC-ENCODE-hg19:wgEncodeEH001043,SCREEN-GRCh38:osteoblast,GEO:GSM733739		False	ENCDO271AAA	unknown	unknown	unknown			Homo sapiens	CL:0000062	osteoblast	primary cell	connective tissue	connective tissue cell	ectoderm,mesoderm	skeletal system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CVU	fastq	reads		single-ended			7399aa3234da42658ee6a5cd91495c47	released	1622331334	Illumina Genome Analyzer IIx	2	2	2	2_1	Rep 2	anisogenic	https://www.encodeproject.org/files/ENCFF000CVU/@@download/ENCFF000CVU.fastq.gz	https://www.encodeproject.org/files/ENCFF000CVU/@@download/ENCFF000CVU.fastq.gz						true
ENCSR000APN	False	ENCSR000APT	ENCFF000CIW		Histone ChIP-seq	Homo sapiens fibroblast of dermis	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733662,UCSC-ENCODE-hg19:wgEncodeEH001049,SCREEN-GRCh38:fibroblast_of_dermis		False	ENCDO759UVX	unknown					Homo sapiens	CL:0002551	fibroblast of dermis	primary cell	connective tissue,skin of body	connective tissue cell,fibroblast	ectoderm,mesoderm	integumental system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CKG	fastq	reads		single-ended			d1a798233e775b8d2df71578d1df6f97	released	1009715481	Illumina Genome Analyzer II	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000CKG/@@download/ENCFF000CKG.fastq.gz	https://www.encodeproject.org/files/ENCFF000CKG/@@download/ENCFF000CKG.fastq.gz						true
ENCSR000APN	False	ENCSR000APT	ENCFF000CIU,ENCFF860HKY,ENCFF955HWE		Histone ChIP-seq	Homo sapiens fibroblast of dermis	Bradley Bernstein, Broad	ENCODE2	2011-02-10	released	GEO:GSM733662,UCSC-ENCODE-hg19:wgEncodeEH001049,SCREEN-GRCh38:fibroblast_of_dermis		False	ENCDO759UVX	unknown					Homo sapiens	CL:0002551	fibroblast of dermis	primary cell	connective tissue,skin of body	connective tissue cell,fibroblast	ectoderm,mesoderm	integumental system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CKH	fastq	reads		single-ended			9da69722deaf11ee84403986c06eeb2a	released	1505415181	Illumina Genome Analyzer IIx	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000CKH/@@download/ENCFF000CKH.fastq.gz	https://www.encodeproject.org/files/ENCFF000CKH/@@download/ENCFF000CKH.fastq.gz						true
ENCSR000AQW	False	ENCSR000ASA	ENCFF000AOG		Histone ChIP-seq	Homo sapiens DND-41	Bradley Bernstein, Broad	ENCODE2	2012-03-06	released	SCREEN-GRCh38:DND-41,UCSC-ENCODE-hg19:wgEncodeEH002404,GEO:GSM1003462	child 13 years	False	ENCDO183AAA	male	child	13	year		Homo sapiens	EFO:0007074	DND-41	cell line	blood,bodily fluid	hematopoietic cell,leukocyte,T cell	mesoderm	immune system	ACC525	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AQI	fastq	reads		single-ended			207f27ada224e8fd55cd4ba71dcd9908	released	1422573234	Illumina Genome Analyzer IIx	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000AQI/@@download/ENCFF000AQI.fastq.gz	https://www.encodeproject.org/files/ENCFF000AQI/@@download/ENCFF000AQI.fastq.gz						true
ENCSR000AQW	False	ENCSR000ASA	ENCFF000AOF		Histone ChIP-seq	Homo sapiens DND-41	Bradley Bernstein, Broad	ENCODE2	2012-03-06	released	SCREEN-GRCh38:DND-41,UCSC-ENCODE-hg19:wgEncodeEH002404,GEO:GSM1003462	child 13 years	False	ENCDO183AAA	male	child	13	year		Homo sapiens	EFO:0007074	DND-41	cell line	blood,bodily fluid	hematopoietic cell,leukocyte,T cell	mesoderm	immune system	ACC525	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AQH	fastq	reads		single-ended			693747cf1dd8d3a6a8309f1e7176cbe1	released	1810097352	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000AQH/@@download/ENCFF000AQH.fastq.gz	https://www.encodeproject.org/files/ENCFF000AQH/@@download/ENCFF000AQH.fastq.gz						true
ENCSR000ASJ	False	ENCSR000AUU	ENCFF000CCW		Histone ChIP-seq	Homo sapiens CD14-positive monocyte female	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	GEO:GSM1003559,SCREEN-GRCh38:CD14-positive_monocyte_female_donor_ENCDO265AAA,UCSC-ENCODE-hg19:wgEncodeEH003067		False	ENCDO265AAA	female	unknown	unknown			Homo sapiens	CL:0001054	CD14-positive monocyte	primary cell	bodily fluid,blood	leukocyte,myeloid cell,hematopoietic cell,monocyte	mesoderm	immune system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CEN	fastq	reads		single-ended			dd5e5d600cc305e1b96e62db36d2b5cb	released	977664702	Illumina Genome Analyzer	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000CEN/@@download/ENCFF000CEN.fastq.gz	https://www.encodeproject.org/files/ENCFF000CEN/@@download/ENCFF000CEN.fastq.gz						true
ENCSR000ASJ	False	ENCSR000AUU	ENCFF244XQF,ENCFF692GVG		Histone ChIP-seq	Homo sapiens CD14-positive monocyte female	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	GEO:GSM1003559,SCREEN-GRCh38:CD14-positive_monocyte_female_donor_ENCDO265AAA,UCSC-ENCODE-hg19:wgEncodeEH003067		False	ENCDO265AAA	female	unknown	unknown			Homo sapiens	CL:0001054	CD14-positive monocyte	primary cell	bodily fluid,blood	leukocyte,myeloid cell,hematopoietic cell,monocyte	mesoderm	immune system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF000CEO	fastq	reads		single-ended			8d25b7c65d04e9d24cf1c3f9829c6479	released	852314344	Illumina Genome Analyzer	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000CEO/@@download/ENCFF000CEO.fastq.gz	https://www.encodeproject.org/files/ENCFF000CEO/@@download/ENCFF000CEO.fastq.gz						true
ENCSR000AUI	False	ENCSR000ASS	ENCFF000AHV		Histone ChIP-seq	Homo sapiens A549 treated with 0.02% ethanol for 1 hour	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	SCREEN-GRCh38:A549_treated_with_ethanol,GEO:GSM1003578,UCSC-ENCODE-hg19:wgEncodeEH003118	adult 58 years	True	ENCDO000AAZ	male	adult	58	year	European	Homo sapiens	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	A549 cell,A-549	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AKR	fastq	reads		single-ended			7bc17a4ce440a1fcd964807d104b8995	released	1306663028	Illumina HiSeq 2000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000AKR/@@download/ENCFF000AKR.fastq.gz	https://www.encodeproject.org/files/ENCFF000AKR/@@download/ENCFF000AKR.fastq.gz						true
ENCSR000AUI	False	ENCSR000ASS	ENCFF000AHM		Histone ChIP-seq	Homo sapiens A549 treated with 0.02% ethanol for 1 hour	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	SCREEN-GRCh38:A549_treated_with_ethanol,GEO:GSM1003578,UCSC-ENCODE-hg19:wgEncodeEH003118	adult 58 years	True	ENCDO000AAZ	male	adult	58	year	European	Homo sapiens	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	A549 cell,A-549	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AKS	fastq	reads		single-ended			9132562076a5c76115b3d0978c4c0f97	released	744233153	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000AKS/@@download/ENCFF000AKS.fastq.gz	https://www.encodeproject.org/files/ENCFF000AKS/@@download/ENCFF000AKS.fastq.gz						true
ENCSR000AUP	False	ENCSR000AUW	ENCFF000AMM		Histone ChIP-seq	Homo sapiens B cell female adult (27 years)	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	SCREEN-GRCh38:B_cell_female_adult,UCSC-ENCODE-hg19:wgEncodeEH003125,GEO:GSM1003459	adult 27 years	False	ENCDO115AAA	female	adult	27	year	African American	Homo sapiens	CL:0000236	B cell	primary cell	bodily fluid,blood	leukocyte,hematopoietic cell,B cell	endoderm,mesoderm	immune system	B-lymphocyte,B lymphocyte,B-cell	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000ANT	fastq	reads		single-ended			3f2b0770dbfd4e8efadcdbc1fb6ceffc	released	1402737224	Illumina HiSeq 2000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000ANT/@@download/ENCFF000ANT.fastq.gz	https://www.encodeproject.org/files/ENCFF000ANT/@@download/ENCFF000ANT.fastq.gz						true
ENCSR000AUP	False	ENCSR000AUW	ENCFF000AMM		Histone ChIP-seq	Homo sapiens B cell female adult (27 years)	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	SCREEN-GRCh38:B_cell_female_adult,UCSC-ENCODE-hg19:wgEncodeEH003125,GEO:GSM1003459	adult 27 years	False	ENCDO115AAA	female	adult	27	year	African American	Homo sapiens	CL:0000236	B cell	primary cell	bodily fluid,blood	leukocyte,hematopoietic cell,B cell	endoderm,mesoderm	immune system	B-lymphocyte,B lymphocyte,B-cell	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000ANV	fastq	reads		single-ended			4c46429fd0ec14b528b1c50da37f0775	released	2730169056	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000ANV/@@download/ENCFF000ANV.fastq.gz	https://www.encodeproject.org/files/ENCFF000ANV/@@download/ENCFF000ANV.fastq.gz						true
ENCSR000AVF	False	ENCSR000ASR	ENCFF000AHJ		Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 1 hour	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	UCSC-ENCODE-hg19:wgEncodeEH003141,SCREEN-GRCh38:A549_treated_with_dexamethasone,GEO:GSM1003493	adult 58 years	True	ENCDO000AAZ	male	adult	58	year	European	Homo sapiens	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	A549 cell,A-549	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AKL	fastq	reads		single-ended			780e9af9757fd2513afa61b3f03f1135	released	1565656531	Illumina HiSeq 2000	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000AKL/@@download/ENCFF000AKL.fastq.gz	https://www.encodeproject.org/files/ENCFF000AKL/@@download/ENCFF000AKL.fastq.gz						true
ENCSR000AVF	False	ENCSR000ASR	ENCFF000AHE		Histone ChIP-seq	Homo sapiens A549 treated with 100 nM dexamethasone (agonist) for 1 hour	Bradley Bernstein, Broad	ENCODE2	2012-08-06	released	UCSC-ENCODE-hg19:wgEncodeEH003141,SCREEN-GRCh38:A549_treated_with_dexamethasone,GEO:GSM1003493	adult 58 years	True	ENCDO000AAZ	male	adult	58	year	European	Homo sapiens	EFO:0001086	A549	cell line	lung	cancer cell	endoderm	respiratory system	A549 cell,A-549	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000AKJ	fastq	reads		single-ended			410e5205c3d951c46ed961949db32d05	released	980977242	Illumina HiSeq 2000	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000AKJ/@@download/ENCFF000AKJ.fastq.gz	https://www.encodeproject.org/files/ENCFF000AKJ/@@download/ENCFF000AKJ.fastq.gz						true
ENCSR000DPL	False	ENCSR000DPN	ENCFF001GXE		Histone ChIP-seq	Homo sapiens AG04450	John Stamatoyannopoulos, UW	ENCODE2	2012-07-24	released	UCSC-ENCODE-hg19:wgEncodeEH003035,SCREEN-GRCh38:fibroblast_of_lung_male_embryo_12_weeks,GEO:GSM1010912	embryonic 12 weeks	False	ENCDO001AAA	male	embryonic	12	week		Homo sapiens	EFO:0006270	AG04450	cell line	connective tissue,lung	connective tissue cell,fibroblast	endoderm	respiratory system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF001END	fastq	reads		single-ended			3085ba3f2bc86767a2f7af88c77f0db6	released	596280760	Illumina Genome Analyzer	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF001END/@@download/ENCFF001END.fastq.gz	https://www.encodeproject.org/files/ENCFF001END/@@download/ENCFF001END.fastq.gz						true
ENCSR000DPL	False	ENCSR000DPN	ENCFF001GXE		Histone ChIP-seq	Homo sapiens AG04450	John Stamatoyannopoulos, UW	ENCODE2	2012-07-24	released	UCSC-ENCODE-hg19:wgEncodeEH003035,SCREEN-GRCh38:fibroblast_of_lung_male_embryo_12_weeks,GEO:GSM1010912	embryonic 12 weeks	False	ENCDO001AAA	male	embryonic	12	week		Homo sapiens	EFO:0006270	AG04450	cell line	connective tissue,lung	connective tissue cell,fibroblast	endoderm	respiratory system		H3K27ac	H3K27ac (Homo sapiens)	ENCFF001ENE	fastq	reads		single-ended			702f10dee05bce672426eed983c66911	released	229133647	Illumina Genome Analyzer	1	1	1	1_1	Rep 1	unreplicated	https://www.encodeproject.org/files/ENCFF001ENE/@@download/ENCFF001ENE.fastq.gz	https://www.encodeproject.org/files/ENCFF001ENE/@@download/ENCFF001ENE.fastq.gz						true
ENCSR000EUT	False	ENCSR000EUX	ENCFF000VCY,ENCFF000VCW		Histone ChIP-seq	Homo sapiens HCT116	Peggy Farnham, USC	ENCODE2	2012-06-15	released	UCSC-ENCODE-hg19:wgEncodeEH002873,GEO:GSM945853	adult 48 years	False	ENCDO000ABE	male	adult	48	year		Homo sapiens	EFO:0002824	HCT116	cell line	intestine,epithelium,large intestine,colon	epithelial cell,cancer cell	endoderm	digestive system	HCT116 cell,HCT-116 cell	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000VCQ	fastq	reads		single-ended			55dbc176176d138bbf3641d9507d39e2	released	565680688	Illumina Genome Analyzer	2	2	1	1_1	Rep 1	isogenic	https://www.encodeproject.org/files/ENCFF000VCQ/@@download/ENCFF000VCQ.fastq.gz	https://www.encodeproject.org/files/ENCFF000VCQ/@@download/ENCFF000VCQ.fastq.gz						true
ENCSR000EUT	False	ENCSR000EUX	ENCFF000VCY,ENCFF000VCW		Histone ChIP-seq	Homo sapiens HCT116	Peggy Farnham, USC	ENCODE2	2012-06-15	released	UCSC-ENCODE-hg19:wgEncodeEH002873,GEO:GSM945853	adult 48 years	False	ENCDO000ABE	male	adult	48	year		Homo sapiens	EFO:0002824	HCT116	cell line	intestine,epithelium,large intestine,colon	epithelial cell,cancer cell	endoderm	digestive system	HCT116 cell,HCT-116 cell	H3K27ac	H3K27ac (Homo sapiens)	ENCFF000VCS	fastq	reads		single-ended			a25e2f415573e4a434bfa2f2d44d5725	released	914372871	Illumina Genome Analyzer	2	2	2	2_1	Rep 2	isogenic	https://www.encodeproject.org/files/ENCFF000VCS/@@download/ENCFF000VCS.fastq.gz	https://www.encodeproject.org/files/ENCFF000VCS/@@download/ENCFF000VCS.fastq.gz						true
