sample,fastq_1,fastq_2,replicate,antibody,control,control_replicate
GSM1498912,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498912/fastq/SRR1566140.fastq.gz,,1,,,
GSM1498905,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498905/fastq/SRR1566133.fastq.gz,,1,H3K27ac,GSM1498913,1
GSM1498913,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498913/fastq/SRR1566141.fastq.gz,,1,,,
GSM1498906,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498906/fastq/SRR1566134.fastq.gz,,1,H3K27ac,GSM1498914,1
GSM1498914,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498914/fastq/SRR1566142.fastq.gz,,1,,,
GSM1498907,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498907/fastq/SRR1566135.fastq.gz,,1,H3K27ac,GSM1498915,1
GSM1498915,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1498915/fastq/SRR1566143.fastq.gz,,1,,,
GSM1515414,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1515414/fastq/SRR1588518.fastq.gz,,1,H3K27ac,GSM1515413,1
GSM1515414,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1515414/fastq/SRR1588519.fastq.gz,,1,H3K27ac,GSM1515413,1
GSM1515413,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1515413/fastq/SRR1588516.fastq.gz,,1,,,
GSM1515413,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1515413/fastq/SRR1588517.fastq.gz,,1,,,
GSM1515744,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1515744/fastq/SRR1592211.fastq.gz,,1,H3K27ac,GSM1515740,1
GSM1515740,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1515740/fastq/SRR1592207.fastq.gz,,1,,,
GSM1526703,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1526703/fastq/SRR1613963.fastq.gz,,1,H3K27ac,GSM1526705,1
GSM1526705,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1526705/fastq/SRR1613965.fastq.gz,,1,,,
GSM1526704,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1526704/fastq/SRR1613964.fastq.gz,,1,H3K27ac,GSM1526701,1
GSM1526701,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1526701/fastq/SRR1613961.fastq.gz,,1,,,
GSM1526706,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1526706/fastq/SRR1613966.fastq.gz,,1,H3K27ac,GSM1526702,1
GSM1526702,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1526702/fastq/SRR1613962.fastq.gz,,1,,,
GSM1527927,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1527927/fastq/SRR1616138.fastq.gz,,1,H3K27ac,GSM1527928,1
GSM1527928,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1527928/fastq/SRR1616139.fastq.gz,,1,,,
GSM1527930,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1527930/fastq/SRR1616141.fastq.gz,,1,H3K27ac,GSM1527931,1
GSM1527931,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1527931/fastq/SRR1616142.fastq.gz,,1,,,
GSM1532401,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532401/fastq/SRR1631226.fastq.gz,,1,H3K27ac,GSM1532403,1
GSM1532403,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532403/fastq/SRR1631228.fastq.gz,,1,,,
GSM1532408,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532408/fastq/SRR1631233.fastq.gz,,1,H3K27ac,GSM1532410,1
GSM1532410,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532410/fastq/SRR1631235.fastq.gz,,1,,,
GSM1532415,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532415/fastq/SRR1631240.fastq.gz,,1,H3K27ac,GSM1532416,1
GSM1532416,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532416/fastq/SRR1631241.fastq.gz,,1,,,
GSM1532417,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532417/fastq/SRR1631242.fastq.gz,,1,H3K27ac,GSM1532418,1
GSM1532418,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1532418/fastq/SRR1631243.fastq.gz,,1,,,
GSM1541449,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1541449/fastq/SRR1645867_1.fastq.gz,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1541449/fastq/SRR1645867_2.fastq.gz,1,H3K27ac,GSM1541454,1
GSM1541454,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1541454/fastq/SRR1645872_1.fastq.gz,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1541454/fastq/SRR1645872_2.fastq.gz,1,,,
GSM1541454,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1541454/fastq/SRR1645873_1.fastq.gz,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1541454/fastq/SRR1645873_2.fastq.gz,1,,,
GSM1548075,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1548075/fastq/SRR1655065.fastq.gz,,1,H3K27ac,GSM1548073,1
GSM1548073,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1548073/fastq/SRR1655063.fastq.gz,,1,,,
GSM1565787,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1565787/fastq/SRR1725751.fastq.gz,,1,H3K27ac,GSM1565793,1
GSM1565787,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1565787/fastq/SRR1725752.fastq.gz,,1,H3K27ac,GSM1565793,1
GSM1565793,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1565793/fastq/SRR1725763.fastq.gz,,1,,,
GSM1565793,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1565793/fastq/SRR1725764.fastq.gz,,1,,,
GSM1566557,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566557/fastq/SRR1715741.fastq.gz,,1,H3K27ac,GSM1566561,1
GSM1566561,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566561/fastq/SRR1715745.fastq.gz,,1,,,
GSM1566558,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566558/fastq/SRR1715742.fastq.gz,,1,H3K27ac,GSM1566562,1
GSM1566562,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566562/fastq/SRR1715746.fastq.gz,,1,,,
GSM1566559,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566559/fastq/SRR1715743.fastq.gz,,1,H3K27ac,GSM1566563,1
GSM1566563,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566563/fastq/SRR1715747.fastq.gz,,1,,,
GSM1566560,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566560/fastq/SRR1715744.fastq.gz,,1,H3K27ac,GSM1566564,1
GSM1566564,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1566564/fastq/SRR1715748.fastq.gz,,1,,,
GSM1574235,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1574235/fastq/SRR2919436.fastq.gz,,1,H3K27ac,GSM1574271,1
GSM1574271,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1574271/fastq/SRR1736459.fastq.gz,,1,,,
GSM1574239,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1574239/fastq/SRR2919439.fastq.gz,,1,H3K27ac,GSM1574272,1
GSM1574272,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1574272/fastq/SRR1736460.fastq.gz,,1,,,
GSM1576985,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576985/fastq/SRR1743184.fastq.gz,,1,H3K27ac,GSM1576983,1
GSM1576983,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576983/fastq/SRR1743182.fastq.gz,,1,,,
GSM1576986,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576986/fastq/SRR1743185.fastq.gz,,1,H3K27ac,GSM1576983,1
GSM1576987,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576987/fastq/SRR1743186.fastq.gz,,1,H3K27ac,GSM1576983,1
GSM1576988,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576988/fastq/SRR1743187.fastq.gz,,1,H3K27ac,GSM1576984,1
GSM1576984,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576984/fastq/SRR1743183.fastq.gz,,1,,,
GSM1576989,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576989/fastq/SRR1743188.fastq.gz,,1,H3K27ac,GSM1576984,1
GSM1576990,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1576990/fastq/SRR1743189.fastq.gz,,1,H3K27ac,GSM1576984,1
GSM1589470,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1589470/fastq/SRR1769371.fastq.gz,,1,H3K27ac,GSM1589471,1
GSM1589471,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1589471/fastq/SRR1769372.fastq.gz,,1,,,
GSM1589472,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1589472/fastq/SRR1769373.fastq.gz,,1,H3K27ac,GSM1589477,1
GSM1589477,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1589477/fastq/SRR1769378.fastq.gz,,1,,,
GSM1607404,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1607404/fastq/SRR1799687.fastq.gz,,1,H3K27ac,GSM1607413,1
GSM1607413,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1607413/fastq/SRR1799696.fastq.gz,,1,,,
GSM1607406,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1607406/fastq/SRR1799689.fastq.gz,,1,H3K27ac,GSM1607415,1
GSM1607415,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1607415/fastq/SRR1799698.fastq.gz,,1,,,
GSM1625977,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625977/fastq/SRR1842735.fastq.gz,,1,H3K27ac,GSM1625985,1
GSM1625977,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625977/fastq/SRR1842736.fastq.gz,,1,H3K27ac,GSM1625985,1
GSM1625977,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625977/fastq/SRR1842737.fastq.gz,,1,H3K27ac,GSM1625985,1
GSM1625985,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625985/fastq/SRR1842759.fastq.gz,,1,,,
GSM1625985,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625985/fastq/SRR1842760.fastq.gz,,1,,,
GSM1625985,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625985/fastq/SRR1842761.fastq.gz,,1,,,
GSM1625978,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625978/fastq/SRR1842738.fastq.gz,,1,H3K27ac,GSM1625986,1
GSM1625978,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625978/fastq/SRR1842739.fastq.gz,,1,H3K27ac,GSM1625986,1
GSM1625978,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625978/fastq/SRR1842740.fastq.gz,,1,H3K27ac,GSM1625986,1
GSM1625986,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625986/fastq/SRR1842762.fastq.gz,,1,,,
GSM1625986,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625986/fastq/SRR1842763.fastq.gz,,1,,,
GSM1625986,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625986/fastq/SRR1842764.fastq.gz,,1,,,
GSM1625979,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625979/fastq/SRR1842741.fastq.gz,,1,H3K27ac,GSM1625987,1
GSM1625979,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625979/fastq/SRR1842742.fastq.gz,,1,H3K27ac,GSM1625987,1
GSM1625979,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625979/fastq/SRR1842743.fastq.gz,,1,H3K27ac,GSM1625987,1
GSM1625987,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625987/fastq/SRR1842765.fastq.gz,,1,,,
GSM1625987,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625987/fastq/SRR1842766.fastq.gz,,1,,,
GSM1625987,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625987/fastq/SRR1842767.fastq.gz,,1,,,
GSM1625980,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625980/fastq/SRR1842744.fastq.gz,,1,H3K27ac,GSM1625988,1
GSM1625980,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625980/fastq/SRR1842745.fastq.gz,,1,H3K27ac,GSM1625988,1
GSM1625980,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625980/fastq/SRR1842746.fastq.gz,,1,H3K27ac,GSM1625988,1
GSM1625988,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625988/fastq/SRR1842768.fastq.gz,,1,,,
GSM1625988,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625988/fastq/SRR1842769.fastq.gz,,1,,,
GSM1625988,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1625988/fastq/SRR1842770.fastq.gz,,1,,,
GSM1633870,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1633870/fastq/SRR1915572.fastq.gz,,1,H3K27ac,GSM1633871,1
GSM1633871,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1633871/fastq/SRR1915573.fastq.gz,,1,,,
GSM1645725,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1645725/fastq/SRR1944644.fastq.gz,,1,H3K27ac,GSM1645710,1
GSM1645710,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1645710/fastq/SRR1944629.fastq.gz,,1,,,
GSM2357597,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM2357597/fastq/SRR4437061.fastq.gz,,1,H3K27ac,GSM2357604,1
GSM2357604,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM2357604/fastq/SRR4437068.fastq.gz,,1,,,
GSM1273670,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1273670/fastq/SRR1036389.fastq.gz,,1,H3K27ac,GSM1273667,1
GSM1273667,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1273667/fastq/SRR1036386.fastq.gz,,1,,,
GSM1587893,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587893/fastq/SRR1768122.fastq.gz,,1,H3K27ac,GSM1587891,1
GSM1587893,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587893/fastq/SRR1768123.fastq.gz,,1,H3K27ac,GSM1587891,1
GSM1587893,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587893/fastq/SRR1768124.fastq.gz,,1,H3K27ac,GSM1587891,1
GSM1587893,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587893/fastq/SRR1768125.fastq.gz,,1,H3K27ac,GSM1587891,1
GSM1587891,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587891/fastq/SRR1768114.fastq.gz,,1,,,
GSM1587891,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587891/fastq/SRR1768115.fastq.gz,,1,,,
GSM1587891,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587891/fastq/SRR1768116.fastq.gz,,1,,,
GSM1587891,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587891/fastq/SRR1768117.fastq.gz,,1,,,
GSM1587909,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587909/fastq/SRR1768145_1.fastq.gz,,1,H3K27ac,GSM1587908,1
GSM1587908,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587908/fastq/SRR1768144_1.fastq.gz,,1,,,
GSM1587911,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587911/fastq/SRR1768147.fastq.gz,,1,H3K27ac,GSM1587910,1
GSM1587910,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587910/fastq/SRR1768146.fastq.gz,,1,,,
GSM1587913,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587913/fastq/SRR1768149_1.fastq.gz,,1,H3K27ac,GSM1587912,1
GSM1587912,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587912/fastq/SRR1768148_1.fastq.gz,,1,,,
GSM1587915,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587915/fastq/SRR1768151.fastq.gz,,1,H3K27ac,GSM1587914,1
GSM1587914,/storage/projects/aziz.khan/projects/dbsuper/geo_data/gsm_human_h3k27ac/GSM1587914/fastq/SRR1768150.fastq.gz,,1,,,
